customer_id,hist_avg_spend,hist_median_spend,hist_tx_count
176,117.68,117.68,1
177,73.08,73.08,1
178,80.83666666666666,59.35,3
179,310.08,310.08,1
181,9.49,9.49,1
186,41.89,35.7,3
187,69.16,69.16,1
192,128.98,128.98,1
194,32.145,32.145,2
196,162.37,162.37,1
197,57.39,57.39,1
198,77.88333333333334,69.73,3
199,93.28999999999999,93.28999999999999,2
207,161.77999999999997,161.77999999999997,2
209,101.215,101.215,2
210,69.28,69.28,1
214,69.6,69.6,2
217,187.10333333333332,137.24,3
219,9.04,9.04,1
220,141.85,141.85,1
222,73.46,73.46,1
224,162.03,165.35,3
225,94.48,94.48,1
226,266.82,266.82,1
227,41.88,41.88,1
228,40.4,40.4,1
233,43.46,43.46,1
236,55.14,55.14,2
237,62.14,62.14,1
238,44.34,44.34,1
239,466.36,466.36,1
240,44.77,44.77,1
241,165.215,165.215,2
242,76.74,76.74,1
245,94.17,94.17,1
248,97.64,97.64,1
249,91.96,91.96,1
252,30.244999999999997,30.244999999999997,2
254,141.47,141.47,1
255,176.28799999999998,112.29,5
256,185.62,185.62,1
257,61.32,61.32,2
258,48.7,48.7,1
260,74.33500000000001,74.33500000000001,2
262,139.69,139.69,1
267,74.75,74.75,1
268,156.84,156.84,1
270,65.85,65.85,2
271,88.94,88.94,1
273,75.745,75.745,2
274,64.02,62.52,3
275,37.83,37.83,1
277,28.052500000000002,29.735,4
278,139.29000000000002,139.29000000000002,2
281,124.35,124.35,1
282,60.39999999999999,60.39999999999999,2
284,66.375,66.375,2
286,124.35,124.35,1
289,74.875,74.875,2
290,97.03999999999999,97.03999999999999,2
292,34.336666666666666,35.27,3
295,83.74,83.74,1
298,65.23,65.23,1
300,25.29,25.29,1
301,83.12,83.12,1
302,115.675,115.675,2
304,17.16,17.16,1
305,11.68,11.68,1
306,64.01,64.01,2
309,18.41,18.41,1
310,166.81,166.81,1
312,52.88,52.88,1
313,88.97,88.97,2
314,41.7,41.7,1
315,91.34,91.34,1
316,20.795,20.795,2
317,55.59,55.59,1
318,58.42,58.42,1
319,87.725,87.725,2
320,43.64,43.64,1
321,54.205,54.205,2
322,367.02,367.02,1
326,188.325,188.325,2
327,36.33,36.33,2
328,66.24,66.24,1
329,401.49,401.49,1
330,187.48,187.48,1
332,114.20500000000001,114.20500000000001,2
334,18.24,18.24,1
335,95.97,90.78999999999999,4
337,46.89,46.89,1
339,107.22666666666667,65.64,3
340,85.005,85.005,2
342,47.46,47.46,1
345,47.230000000000004,47.230000000000004,2
348,150.54,150.54,1
349,33.38,33.38,1
350,94.22,94.22,1
351,93.24000000000001,93.24000000000001,2
356,128.96,128.96,1
357,133.76,133.76,1
358,36.21,36.21,1
359,58.36,58.36,2
360,20.564999999999998,20.564999999999998,2
361,121.81,121.81,1
362,63.7,63.7,1
363,66.465,66.465,2
364,153.22,153.22,1
365,29.26,29.26,1
366,21.33,21.33,1
371,118.88666666666667,83.9,3
372,68.64,68.64,1
373,93.33999999999999,73.16,3
374,166.68,166.68,1
376,90.28,90.28,1
380,20.67,20.67,1
381,127.23333333333333,27.23,3
383,170.78,170.78,1
384,34.7,34.7,1
385,43.55,43.55,1
387,156.975,156.975,2
389,53.43,53.43,2
392,86.96,86.96,1
393,87.13,87.13,2
394,36.68,36.68,1
395,299.1,299.1,1
396,51.26,51.26,2
399,161.9,161.9,1
400,131.52,131.52,1
401,48.095,48.095,2
406,126.91,126.91,1
408,63.71,63.71,1
410,77.61,77.61,1
412,95.15666666666668,83.26,3
413,15.75,15.75,1
415,14.18,14.18,1
419,30.13,30.13,1
423,51.53,51.53,2
424,69.02,69.02,1
425,50.86666666666667,37.7,3
426,149.705,149.705,2
428,125.59,125.59,2
429,146.85,146.85,1
433,73.57,73.57,1
435,33.93,33.93,1
437,99.3,99.3,1
438,132.04,132.04,2
439,42.0,42.0,1
440,386.51500000000004,386.51500000000004,2
442,50.68,50.68,1
445,11.17,11.17,1
447,169.6,169.6,1
448,99.21000000000001,99.21000000000001,2
449,73.4,66.18,3
450,34.9,34.9,1
452,59.43,59.43,1
453,72.92,72.92,1
454,25.84,25.84,1
455,220.13666666666668,47.09,3
456,82.99,82.99,1
457,49.51,49.51,1
459,52.277499999999996,19.34,4
463,87.04,91.14,3
464,80.36,80.36,1
465,77.91,77.91,2
467,85.25,85.25,2
468,228.8,228.8,2
469,213.98,213.98,1
470,161.28,161.28,1
471,91.14,91.14,1
472,277.95,277.95,1
473,48.22,48.22,1
475,12.89,12.89,1
476,103.37333333333333,128.22,3
478,166.44,166.44,1
479,71.1,71.1,2
480,70.48,70.48,1
481,22.17,22.17,1
482,69.95,70.32,3
484,87.61,87.61,1
485,52.89,52.89,1
487,343.66,343.66,1
490,73.9,73.9,1
491,37.28,37.28,1
492,130.42,130.42,1
493,77.56,77.56,1
494,99.83666666666666,92.21,3
497,186.87,186.87,1
498,12.975,12.975,2
499,32.84,32.84,1
501,110.155,110.155,2
502,87.85,87.85,1
504,98.88,98.88,1
505,125.24,125.24,1
506,132.72,132.72,1
507,82.33,82.33,2
508,50.88,50.88,2
509,106.36500000000001,106.36500000000001,2
510,125.75,125.75,1
512,68.63,68.63,1
513,48.63,48.63,1
514,145.86666666666667,139.27,3
515,109.1675,77.905,4
516,141.2,141.2,1
518,148.095,148.095,2
519,50.1,50.1,2
523,104.85,104.85,1
524,113.575,113.575,2
527,129.585,129.585,2
528,67.46,67.46,1
530,130.48333333333332,96.99,3
533,92.14,92.14,1
534,49.555,49.555,2
535,73.99,73.99,1
537,47.34,47.34,2
539,236.04000000000002,236.04000000000002,2
542,123.47,123.47,1
543,73.36,73.36,1
546,65.56,65.56,1
547,92.88,92.88,1
549,73.04,73.04,1
550,123.065,123.065,2
551,142.05,142.05,2
552,99.33,99.33,2
553,167.12,167.12,1
555,101.66499999999999,101.66499999999999,2
557,228.58,228.58,1
558,36.69,36.69,1
560,48.57,48.57,1
561,77.07499999999999,77.07499999999999,2
562,311.03000000000003,311.03000000000003,2
563,59.959999999999994,59.959999999999994,2
566,128.44,128.44,1
568,96.22999999999999,96.22999999999999,2
570,74.335,74.335,2
571,80.2,80.2,1
575,14.5,14.5,1
576,98.94,98.94,1
577,20.88,20.88,1
578,126.17,126.17,1
579,208.115,208.115,2
581,93.74,93.74,1
583,17.49,17.49,1
584,16.59,16.59,1
589,70.08,70.08,2
590,26.66,26.66,1
591,77.29,77.29,1
594,32.925,32.925,2
596,50.96,50.96,1
598,12.04,12.04,1
599,123.46000000000001,123.46000000000001,2
600,41.19,41.19,1
601,153.38,153.38,2
602,9.99,9.99,1
603,113.63,113.63,2
605,44.6,35.875,4
606,217.38,217.38,1
607,73.34,73.34,1
608,93.745,93.745,2
609,22.63,22.63,1
613,197.23000000000002,197.23000000000002,2
617,128.05,128.05,1
618,217.82,217.82,2
620,74.88,74.88,1
621,53.18,53.18,1
625,54.465,54.465,2
626,97.9,97.9,2
629,88.82,88.82,2
630,124.6,124.6,1
631,160.1,160.1,1
632,44.34,44.34,1
639,57.0,57.0,1
642,63.854,21.58,5
643,180.82,180.82,2
646,51.01,51.01,2
647,66.695,66.695,2
649,118.845,118.845,2
650,40.4,40.4,1
651,152.2433333333333,146.89,3
652,73.91,73.91,1
655,118.92,118.92,1
656,146.36,146.36,1
657,93.59,93.59,1
658,124.98666666666668,88.49,3
661,86.45,86.45,1
662,112.91,112.91,1
665,67.41,67.41,1
666,67.92,67.92,1
669,291.33,291.33,2
674,6.86,6.86,1
677,73.38,73.38,1
681,218.175,218.175,2
682,184.19,184.19,2
683,37.53,37.53,2
684,50.85333333333333,43.2,3
686,666.4,666.4,1
688,97.1,97.1,1
689,74.12,74.12,1
690,17.82,17.82,1
696,61.315,61.315,2
698,46.934999999999995,46.934999999999995,2
699,89.095,89.095,2
702,64.36,64.36,2
705,87.805,87.805,2
706,171.04000000000002,171.04000000000002,2
707,501.96,501.96,1
709,133.35666666666668,22.74,3
712,71.93,71.93,1
714,31.2,31.2,1
720,348.48,348.48,1
722,212.26,212.26,1
723,39.24666666666666,35.23,3
724,80.72,80.72,1
725,39.925,39.925,2
726,81.58,81.58,1
727,62.68,62.68,2
728,149.42,149.42,1
730,81.01,76.11,3
731,199.24,199.24,1
732,137.15,137.15,2
733,40.61,40.61,1
735,53.42,53.42,1
738,88.12,88.12,1
739,152.68,152.68,1
740,40.79,40.79,1
742,171.43,171.43,1
743,139.885,139.885,2
744,69.69,69.69,1
746,28.83,28.83,1
747,38.62,38.62,2
748,88.04,55.31,3
749,30.545,30.545,2
750,103.79,103.79,1
751,74.71,74.71,2
752,21.5,21.5,2
754,71.9,71.9,1
755,55.34,55.34,1
756,75.33,87.23,3
761,55.85,55.85,1
762,20.43,20.43,1
763,159.605,159.605,2
765,6.61,6.61,1
766,188.61,188.61,1
767,82.32333333333334,81.53,3
768,363.9,363.9,1
769,81.13,81.13,2
770,48.86,48.86,1
771,56.01,56.01,1
774,255.72000000000003,255.72000000000003,2
775,116.05,116.05,2
776,137.445,137.445,2
777,20.14,20.14,1
778,20.25,20.25,1
779,63.03,63.03,1
780,112.85499999999999,112.85499999999999,2
781,167.48,167.48,1
782,105.41333333333334,31.92,3
784,20.3,20.3,1
788,230.3166666666667,238.04,3
789,11.42,11.42,1
790,78.06,78.06,1
791,53.245,53.245,2
792,55.93,55.93,1
795,57.44,57.44,1
796,438.01,438.01,2
797,126.335,126.335,2
798,36.58,36.58,1
799,63.45,63.45,1
800,40.42,40.42,2
801,100.29,100.29,1
802,120.72,120.72,1
804,10.66,10.66,1
805,97.08,97.08,1
806,76.22666666666667,56.46,3
810,119.5,119.5,1
811,90.84,90.84,1
813,57.495,57.495,2
814,110.55,110.55,1
818,77.82,77.82,1
819,36.455,36.455,2
820,165.67,165.67,1
821,78.145,78.145,2
822,212.96,212.96,1
823,54.43,54.43,1
825,45.43666666666667,15.3,3
827,77.115,77.115,2
828,87.72,87.72,1
829,192.735,192.735,2
830,51.47,51.47,1
831,33.43,33.43,1
832,153.98,153.98,1
833,39.44,39.44,2
834,109.02499999999999,109.02499999999999,2
835,127.3025,77.35,4
836,43.2,43.2,1
837,99.43,99.43,2
838,89.88,89.88,1
839,92.98,92.98,1
841,240.74,240.74,1
842,91.595,91.595,2
843,53.2,53.2,1
844,119.72,119.72,2
845,33.65,33.65,1
846,28.955,28.955,2
849,15.765,15.765,2
850,45.12,45.12,1
851,45.71,45.71,1
852,77.71,37.83,3
853,81.36999999999999,71.71,3
855,63.43,63.43,1
861,203.41,203.41,1
863,13.06,13.06,1
865,34.55,34.55,2
867,309.55,309.55,1
868,170.22500000000002,170.22500000000002,2
869,15.56,15.56,1
870,98.755,98.755,2
871,46.915,46.915,2
872,136.61,136.61,1
873,36.72,36.72,1
874,59.7,59.7,1
878,21.86,21.86,1
879,105.32333333333334,124.02,3
880,69.41,69.41,1
882,22.09,22.09,1
886,35.60666666666666,13.47,3
887,159.71333333333334,173.6,3
889,65.85,65.85,1
890,87.955,87.955,2
892,140.37,140.37,1
895,27.72,27.72,1
904,96.8,96.8,1
905,36.36,36.36,1
907,111.12,111.12,1
909,73.21,73.21,1
911,75.01,75.01,1
913,48.11,48.11,2
914,342.15500000000003,342.15500000000003,2
917,53.46,53.46,1
919,39.4,39.4,1
920,65.97,65.97,1
921,85.57,85.57,1
923,63.73,63.73,1
924,26.49,26.49,1
925,157.68,157.68,1
926,66.64666666666666,87.38,3
928,19.91,19.91,1
929,106.85,106.85,2
930,68.62,68.62,1
931,48.92333333333334,48.42,3
933,55.24,55.24,1
935,114.07,114.07,2
937,24.22,24.22,1
938,28.63,28.63,1
940,38.71,38.71,1
941,20.75,20.75,1
942,61.81,61.81,1
944,71.63499999999999,71.63499999999999,2
945,95.72,95.72,1
948,79.9,79.9,1
951,32.3,32.3,1
952,25.12,25.12,1
953,170.42,170.42,1
954,116.58,116.58,1
955,364.28,364.28,1
957,150.065,150.065,2
958,34.89,34.89,1
959,71.23,71.23,1
960,335.64,335.64,1
961,185.51,185.51,1
962,183.32,183.32,2
966,36.555,36.555,2
970,57.015,57.015,2
972,40.6,40.6,1
973,154.38,154.38,1
975,105.24000000000001,106.58,3
977,13.05,13.05,1
978,110.21,110.21,1
980,94.39,94.39,1
981,146.18333333333334,98.74,3
984,49.7,49.7,1
985,78.46,78.46,1
986,56.255,56.255,2
987,111.58,111.58,1
989,12.13,12.13,1
990,58.879999999999995,58.879999999999995,2
991,31.634999999999998,31.634999999999998,2
992,109.60333333333334,117.63,3
997,42.0,42.0,1
999,121.73,121.73,2
1006,43.61,43.61,2
1007,56.6,56.6,1
1010,107.40000000000002,131.52,3
1011,72.39,72.39,1
1012,64.43,64.43,1
1013,121.28,121.28,1
1014,92.26,92.26,1
1015,90.81,90.81,1
1017,97.97,97.97,1
1019,74.82,74.82,2
1020,129.65,129.65,2
1024,46.91,46.91,1
1025,85.88,85.88,1
1026,50.11,50.11,1
1027,68.82000000000001,68.82000000000001,2
1029,19.4,19.4,1
1030,76.595,76.595,2
1031,27.97,27.97,1
1034,460.16,460.16,1
1035,44.855000000000004,44.855000000000004,2
1036,48.705,48.705,2
1040,133.48666666666665,12.68,3
1041,172.695,172.695,2
1042,23.79,23.79,1
1043,75.56,75.56,1
1044,87.31333333333333,64.84,3
1047,20.77,20.77,1
1052,43.70666666666667,43.2,3
1054,126.10000000000001,126.10000000000001,2
1055,141.91,141.91,1
1056,80.95,80.95,1
1057,26.02,26.02,1
1058,88.41000000000001,57.645,4
1059,129.425,129.425,2
1061,89.27,89.27,1
1062,36.56,36.56,1
1063,63.7,63.7,1
1067,114.33,114.33,1
1068,55.2,55.2,1
1070,78.7,78.7,1
1071,106.13,106.13,1
1075,60.81,60.81,1
1076,62.82,62.82,1
1077,82.75,82.75,2
1078,75.26,75.26,1
1081,49.06,49.06,1
1082,71.78,71.78,1
1084,133.73,133.73,1
1085,79.32,79.32,2
1086,49.855000000000004,49.855000000000004,2
1087,84.48,84.48,1
1089,147.95,147.95,2
1091,30.44,30.44,1
1092,69.80499999999999,69.80499999999999,2
1094,107.58,107.58,1
1099,42.86,42.86,1
1100,16.98,16.98,1
1103,108.36,108.36,1
1106,39.73,39.73,1
1107,43.62,43.62,1
1109,38.48,38.48,1
1112,73.47,73.47,1
1113,126.67499999999998,126.67499999999998,2
1114,210.51,210.51,2
1116,538.68,538.68,1
1119,63.18,63.18,1
1120,140.64,140.64,1
1122,51.03333333333333,36.5,3
1123,95.93,95.93,1
1129,127.725,127.725,2
1132,166.68,166.68,1
1133,89.74,89.74,1
1135,22.5,22.5,2
1136,65.17,56.855000000000004,4
1137,31.02,31.02,1
1138,132.14,132.14,2
1139,134.98,134.98,1
1140,76.19,76.19,1
1142,53.19,53.19,2
1143,73.53999999999999,73.53999999999999,2
1144,18.36,18.36,1
1145,88.35,88.35,1
1147,85.135,85.135,2
1148,101.06,101.06,1
1151,80.73,80.73,1
1153,59.07,59.07,1
1154,69.98,73.03,3
1155,131.52,131.52,1
1156,145.56,145.56,1
1158,99.27000000000001,99.27000000000001,2
1159,50.54,50.54,1
1162,301.76,301.76,2
1165,35.19,35.19,1
1170,47.985,47.985,2
1171,72.96,72.96,1
1173,110.89,110.89,1
1174,205.51,205.51,1
1175,67.41,67.41,1
1176,157.71,54.05,3
1177,102.44999999999999,102.44999999999999,2
1178,138.11,120.59,3
1180,21.8,21.8,1
1181,79.16,79.16,1
1182,161.04500000000002,161.04500000000002,2
1185,131.51500000000001,131.51500000000001,2
1187,53.845,53.845,2
1188,38.8,38.8,1
1190,80.785,80.785,2
1191,14.2,14.2,1
1193,76.985,76.985,2
1195,88.24,88.24,1
1196,45.95,45.95,1
1200,31.72,31.72,1
1201,18.92,18.92,1
1202,117.08,117.08,2
1206,23.23,23.23,2
1210,52.26,52.26,2
1212,32.53,32.53,1
1213,175.14,175.14,1
1215,13.9,13.9,1
1216,74.24,88.05,3
1218,33.980000000000004,33.980000000000004,2
1219,120.73,120.73,1
1220,10.55,10.55,1
1230,16.14,16.14,1
1231,75.265,75.265,2
1232,69.29,50.68,3
1233,71.32,71.32,1
1234,30.78,40.03,3
1235,122.80333333333333,112.89,3
1240,42.375,42.375,2
1243,77.8,77.8,1
1244,46.169999999999995,46.169999999999995,2
1245,106.91,106.91,1
1247,241.61,241.61,2
1248,14.76,14.76,1
1249,30.41,30.41,1
1251,55.9,55.9,1
1253,23.03,23.03,1
1254,208.16,192.43,3
1257,99.68,99.68,1
1258,112.88333333333333,113.02,3
1260,58.44,58.44,1
1261,52.67,52.67,1
1262,92.045,92.045,2
1265,120.47,120.47,2
1267,96.685,96.685,2
1268,73.89,73.89,1
1269,47.175,47.175,2
1273,48.735,48.735,2
1274,232.27,232.27,1
1275,104.51,104.51,1
1276,42.42,42.42,1
1277,130.12,130.12,1
1281,163.32,163.32,1
1282,78.995,78.995,2
1283,45.09,45.09,1
1286,86.89,86.89,1
1287,85.57,85.57,2
1290,141.05,141.05,2
1293,13.0,13.0,1
1294,35.78,35.78,1
1295,114.06,114.06,1
1296,131.68,131.68,2
1298,99.4,99.4,1
1300,55.03666666666667,50.45,3
1302,87.92,87.92,1
1303,148.1,148.1,1
1308,50.34,50.34,1
1310,87.925,87.925,2
1312,23.82,23.82,1
1313,12.8,12.8,1
1320,17.985,16.990000000000002,4
1322,14.56,14.56,2
1323,150.53,150.53,2
1324,141.8033333333333,102.04,3
1325,48.61,48.61,1
1329,19.95,19.95,1
1332,83.69,83.69,1
1333,58.92,58.92,1
1334,34.26,34.26,1
1336,86.99,86.99,1
1337,44.84,44.84,1
1338,18.88,18.88,1
1339,36.14,36.14,1
1341,151.6825,67.03,4
1342,57.32000000000001,57.32000000000001,2
1343,22.95,22.95,1
1345,102.33,102.33,1
1346,50.17333333333334,62.29,3
1347,43.665,43.665,2
1348,34.05,34.05,1
1349,94.27000000000001,94.27000000000001,2
1350,32.38,32.38,1
1351,469.975,469.975,2
1354,95.94749999999999,89.61,4
1355,28.0,28.0,1
1356,111.86,111.86,1
1357,399.6,399.6,1
1358,34.39,34.39,1
1361,82.02,82.02,2
1362,31.09,31.09,1
1363,70.23,70.23,1
1364,100.28,100.28,1
1365,355.11,355.11,1
1369,43.53,43.53,1
1370,167.54,167.54,2
1373,18.490000000000002,18.490000000000002,2
1377,83.16,83.16,1
1379,91.83,72.15,3
1382,135.29,135.29,2
1386,77.84,77.84,1
1387,113.48,113.48,1
1389,17.77,17.77,1
1391,41.29,41.29,1
1393,89.755,89.755,2
1394,199.6,199.6,1
1396,68.655,48.36,4
1397,114.87,114.87,1
1401,76.8,76.8,1
1402,32.38,32.38,1
1403,124.53000000000002,97.59,3
1404,31.77,31.77,2
1405,78.935,78.935,2
1407,44.45,44.45,1
1409,139.06,139.06,1
1411,53.73,53.73,1
1413,64.66499999999999,64.66499999999999,2
1414,186.5,186.5,1
1417,125.24000000000001,58.11,3
1419,12.08,12.08,1
1420,111.77,111.77,1
1421,14.74,14.74,1
1422,20.72,20.72,2
1423,25.15,25.15,1
1426,53.7,53.7,1
1431,79.56,92.49,3
1432,152.19,152.19,1
1433,81.4,81.4,2
1434,47.4575,43.5,4
1437,151.0666666666667,136.46,3
1438,7.9,7.9,1
1440,238.1,238.1,1
1441,122.44500000000001,122.44500000000001,2
1443,70.34,70.34,1
1444,10.87,10.87,1
1445,60.06,60.06,1
1446,124.02,124.02,2
1448,23.67,23.67,1
1451,60.79,60.79,1
1454,93.71,93.71,1
1455,111.92,111.92,1
1458,347.6,347.6,1
1462,9.43,9.43,1
1463,101.06,101.06,1
1464,38.285,38.285,2
1466,49.075,49.075,2
1469,78.8,78.8,1
1470,47.01,47.01,1
1471,146.89,146.89,1
1472,15.91,15.91,1
1473,374.4,374.4,1
1474,87.805,87.805,2
1475,179.08666666666667,209.79,3
1477,18.83,18.83,1
1478,5.92,5.92,1
1479,12.55,12.55,1
1480,361.34,361.34,1
1483,9.73,9.73,1
1484,15.41,15.41,1
1485,80.41499999999999,80.41499999999999,2
1486,20.805,20.805,2
1490,16.27,16.27,2
1492,65.33,23.4,5
1493,34.09,34.09,2
1496,43.245,43.245,2
1497,199.24,199.24,1
1498,43.68,43.68,1
1499,424.89,424.89,1
1500,70.765,70.765,2
1501,106.95333333333333,48.4,3
1502,133.005,133.005,2
1503,29.7,29.7,1
1504,27.35,27.35,1
1505,27.99,27.99,1
1506,17.34,17.34,1
1507,98.88,98.88,1
1508,92.34,92.34,2
1510,97.765,97.765,2
1511,97.21,97.21,1
1513,126.99,126.99,1
1516,126.9,126.9,1
1517,16.92,16.92,1
1518,115.61,115.61,1
1520,120.99666666666667,137.87,3
1521,229.99,229.99,1
1522,64.25,64.25,2
1523,445.84,445.84,1
1524,74.35666666666667,39.11,3
1525,80.77,80.77,2
1526,82.87,82.87,1
1527,50.04333333333333,30.9,3
1528,18.46,18.46,1
1530,36.88333333333333,45.07,3
1531,86.005,86.005,2
1532,190.66,190.66,2
1533,101.98,101.98,1
1536,76.17,76.17,1
1537,22.82,22.82,1
1540,53.64,53.64,1
1543,76.36,76.36,2
1544,53.196666666666665,53.1,3
1546,36.51,36.51,1
1552,46.5,46.5,1
1553,96.47,96.47,1
1555,96.99,96.99,1
1557,108.56,108.56,1
1558,17.48,17.48,1
1561,25.71,25.71,2
1562,312.2,312.2,2
1563,73.08,73.08,1
1564,201.96,201.96,1
1565,216.07,216.07,1
1566,82.22999999999999,82.22999999999999,2
1567,44.13333333333333,53.2,3
1568,28.72,28.72,1
1573,148.62,148.62,2
1574,44.39,44.39,1
1576,109.28000000000002,82.36,3
1578,30.67,30.67,1
1579,152.86,152.86,1
1580,34.71,34.71,1
1583,12.53,12.53,1
1585,207.06,207.06,1
1586,83.95,83.95,1
1587,138.21666666666667,126.84,3
1589,65.635,65.635,2
1590,54.106666666666676,42.49,3
1591,178.65,178.65,1
1592,108.18,108.18,1
1593,116.18,116.18,1
1594,201.25,201.25,1
1597,172.04,172.04,1
1600,70.51,70.51,1
1601,79.22,79.22,1
1604,33.14,33.14,2
1607,130.92,130.92,1
1608,97.665,79.535,4
1609,122.66,122.66,1
1610,161.6625,124.515,4
1611,28.235,28.235,2
1615,77.97,77.97,1
1616,12.55,12.55,2
1617,86.96,89.87,3
1618,13.83,13.83,1
1622,61.86,61.86,1
1624,74.045,74.045,2
1625,46.35,46.35,2
1628,276.1,276.1,1
1630,275.47,275.47,2
1631,129.99,129.99,1
1634,141.57,141.57,1
1635,80.56,55.12,3
1637,11.93,11.93,1
1638,249.32000000000002,143.86,3
1639,59.275,59.275,2
1641,204.2,204.2,1
1644,706.6,706.6,1
1645,502.36,502.36,1
1647,33.14,33.14,1
1649,117.095,117.095,2
1650,9.76,9.76,1
1651,153.255,153.255,2
1653,185.56,185.56,1
1655,45.53,45.53,2
1657,50.045,50.045,2
1659,11.25,11.25,1
1663,90.67,90.67,2
1665,62.34,62.34,1
1666,191.01,191.01,2
1667,56.805,56.805,2
1669,436.76,436.76,1
1670,37.876666666666665,11.22,3
1675,37.894999999999996,37.894999999999996,2
1676,99.3,99.3,1
1677,26.1,26.1,1
1678,109.97,109.97,1
1680,64.455,64.455,2
1681,63.25,63.25,1
1685,175.34,175.34,1
1688,146.85,146.85,1
1690,13.78,13.78,1
1691,31.97,31.97,1
1692,132.71800000000002,46.95,5
1694,60.375,60.375,2
1695,106.74,106.74,1
1696,286.37,286.37,1
1699,77.69,77.69,1
1700,76.27,76.27,1
1702,10.14,10.14,1
1703,24.185000000000002,24.185000000000002,2
1704,64.39,64.39,1
1705,12.84,12.84,1
1706,18.52,18.52,1
1708,49.9,49.9,1
1709,109.56,109.56,1
1710,416.92499999999995,416.92499999999995,2
1711,54.846666666666664,50.58,3
1712,188.48333333333335,151.03,3
1713,81.35,81.35,2
1715,39.83,39.83,2
1719,57.72,57.72,1
1724,61.285000000000004,61.285000000000004,2
1725,147.22,147.22,1
1726,77.05,77.05,1
1728,59.12,59.12,1
1729,94.89,94.89,1
1730,12.02,12.02,1
1731,42.72,42.72,1
1733,32.64,32.64,1
1736,50.44,50.44,1
1737,12.22,12.22,1
1738,67.23,67.23,1
1743,24.265,24.265,2
1746,14.81,14.81,1
1747,48.3,48.3,1
1749,216.05,216.05,1
1750,126.58,126.58,1
1751,769.73,769.73,1
1753,17.23,17.23,1
1757,126.615,126.615,2
1758,65.76,65.76,1
1761,10.13,10.13,1
1763,288.45,288.45,1
1765,58.92,58.92,1
1766,100.815,100.815,2
1773,63.495000000000005,63.495000000000005,2
1775,49.82,49.82,1
1777,71.8,71.8,1
1778,17.23,17.23,1
1781,35.17,35.17,1
1785,129.99,129.99,1
1786,32.69,32.69,2
1789,134.79,134.79,2
1790,35.05,35.05,1
1791,31.97,31.97,1
1793,97.87,97.87,1
1795,88.59,88.59,2
1798,112.365,112.365,2
1799,21.270000000000003,21.270000000000003,2
1800,52.53,52.53,1
1801,77.78,77.78,1
1802,207.58,207.58,1
1804,240.06,240.06,1
1805,249.58,249.58,1
1807,302.06,302.06,1
1808,65.095,65.095,2
1812,44.57,44.57,1
1816,23.57,23.57,1
